Rep,Model,Trait,Component,MeanVar,DIC,runtime_sec
2,3,GY,E,1248.4144149331216,6856.0687261482,61.729702949523926
2,3,GY,GGK,1092.4469501580086,6856.0687261482,61.729702949523926
2,3,GY,GGKE,78.69026625286064,6856.0687261482,61.729702949523926
2,4,GY,Residual,192.70021451670675,8341.772464940834,28.940037965774536
2,4,GY,E,1300.622961371437,8341.772464940834,28.940037965774536
2,4,GY,PGK,133.8097332326388,8341.772464940834,28.940037965774536
2,4,GY,PGKE,61.74236720407921,8341.772464940834,28.940037965774536
2,5,GY,Residual,52.95104164820601,6918.561060611239,21.52042818069458
2,5,GY,E,1279.6768801094304,6918.561060611239,21.52042818069458
2,5,GY,GAK,18568.003254162057,6918.561060611239,21.52042818069458
2,5,GY,GAKE,296.4549489336097,6918.561060611239,21.52042818069458
2,6,GY,Residual,261.19490496428404,8394.077971130217,31.77084183692932
2,6,GY,E,1689.5563095784498,8394.077971130217,31.77084183692932
2,6,GY,PAK,6201.174335207062,8394.077971130217,31.77084183692932
2,6,GY,PAKE,120.00782243470073,8394.077971130217,31.77084183692932
2,7,GY,Residual,42.81096906064033,6835.456991040636,79.11044383049011
2,7,GY,E,1108.1541407804134,6835.456991040636,79.11044383049011
2,7,GY,G,181.68274397612188,6835.456991040636,79.11044383049011
2,7,GY,P,401.5035414257888,6835.456991040636,79.11044383049011
2,7,GY,GE,20.65042653424082,6835.456991040636,79.11044383049011
2,7,GY,PE,97.80634740807177,6835.456991040636,79.11044383049011
2,8,GY,Residual,41.02442923111894,6909.053125328819,65.84479999542236
2,8,GY,E,1052.11439897467,6909.053125328819,65.84479999542236
2,8,GY,GGK,992.5773722992529,6909.053125328819,65.84479999542236
2,8,GY,PGK,19.72660165942148,6909.053125328819,65.84479999542236
2,8,GY,GGKE,58.70168201069532,6909.053125328819,65.84479999542236
2,8,GY,PGKE,17.768052138358822,6909.053125328819,65.84479999542236
2,9,GY,Residual,51.533317743141325,6906.920426993817,70.03825688362122
2,9,GY,E,710.7444095576955,6906.920426993817,70.03825688362122
2,9,GY,GAK,18115.830497320258,6906.920426993817,70.03825688362122
2,9,GY,PAK,127.92202428391526,6906.920426993817,70.03825688362122
2,9,GY,GAKE,271.88053359050565,6906.920426993817,70.03825688362122
2,9,GY,PAKE,55.27424283626972,6906.920426993817,70.03825688362122
3,1,GY,Residual,42.38125643553525,6853.871945571351,45.938064098358154
3,1,GY,E,1231.3863360263774,6853.871945571351,45.938064098358154
3,1,GY,G,184.90040971333931,6853.871945571351,45.938064098358154
3,1,GY,GE,26.168886185502945,6853.871945571351,45.938064098358154
3,10,GY,Residual,41.33419282585715,6849.56499767953,67.58519291877747
3,10,GY,E,1041.4457241657742,6849.56499767953,67.58519291877747
3,10,GY,W,1.66133047742935,6849.56499767953,67.58519291877747
3,10,GY,G,167.93735871080477,6849.56499767953,67.58519291877747
3,10,GY,GE,18.489610208728802,6849.56499767953,67.58519291877747
3,10,GY,GW,53.26373270424663,6849.56499767953,67.58519291877747
3,11,GY,Residual,49.3652605171611,6950.577730742042,73.2249059677124
