Model,Trait,Component,AvgVar,TotalVar,Percentage,ModelID,Type,Description
M53,GY,ETA_PAK,46.998274926825,1643.584902102375,0.028594978492871057,53,Clima_Base_noE,PAK + W
M53,GY,ETA_W,1007.89453525105,1643.584902102375,0.6132293707260342,53,Clima_Base_noE,PAK + W
M53,GY,Residual,588.6920919245,1643.584902102375,0.3581756507810947,53,Clima_Base_noE,PAK + W
M54,GY,ETA_GAK,9312.8721138825,10795.771962150391,0.8626406843839526,54,Clima_Base_noE,GAK + PAK + W
M54,GY,ETA_PAK,22.23026678429,10795.771962150391,0.0020591641674378228,54,Clima_Base_noE,GAK + PAK + W
M54,GY,ETA_W,1008.6075729581,10795.771962150391,0.09342616502962862,54,Clima_Base_noE,GAK + PAK + W
M54,GY,Residual,452.0620085255,10795.771962150391,0.04187398641898088,54,Clima_Base_noE,GAK + PAK + W
M55,GY,ETA_E,2046.7398816325,2400.3136947020002,0.8526968313142101,55,Individual,E
M55,GY,Residual,353.5738130695,2400.3136947020002,0.14730316868578974,55,Individual,E
M56,GY,ETA_G,186.08531055205,1591.11153828555,0.11695302690882382,56,Individual,G
M56,GY,Residual,1405.0262277335,1591.11153828555,0.8830469730911762,56,Individual,G
M57,GY,ETA_P,1002.63006215525,2475.07679494175,0.40509048616362087,57,Individual,P
M57,GY,Residual,1472.4467327865,2475.07679494175,0.5949095138363791,57,Individual,P
M58,GY,ETA_GGK,590.4433275742,1964.0705532622,0.30062225951787225,58,Individual,GGK
M58,GY,Residual,1373.627225688,1964.0705532622,0.6993777404821278,58,Individual,GGK
M59,GY,ETA_PGK,204.5477468021,1658.9941798461,0.12329624135334537,59,Individual,PGK
M59,GY,Residual,1454.446433044,1658.9941798461,0.8767037586466546,59,Individual,PGK
M60,GY,ETA_GAK,2713.85149591385,4186.82844957185,0.6481878893775482,60,Individual,GAK
M60,GY,Residual,1472.976953658,4186.82844957185,0.35181211062245177,60,Individual,GAK
M61,GY,ETA_PAK,57.79471110971,1547.17010732521,0.0373551110094979,61,Individual,PAK
M61,GY,Residual,1489.3753962155,1547.17010732521,0.962644888990502,61,Individual,PAK
M62,GY,ETA_W,1008.02496313235,1626.9802220833499,0.61956804972194,62,Individual,W
M62,GY,Residual,618.955258951,1626.9802220833499,0.38043195027806004,62,Individual,W
M1,KW,ETA_E,320.95580019695,430.609304929745,0.7453526817060183,1,Basico,E + G
M1,KW,ETA_G,94.0389668197,430.609304929745,0.21838582153964994,1,Basico,E + G
M1,KW,Residual,15.614537913095,430.609304929745,0.036261496754331754,1,Basico,E + G
M2,KW,ETA_E,363.3407667532,19388033.415486265,1.8740465263639383e-5,2,Basico,E + P
M2,KW,ETA_P,19387618.626332965,19388033.415486265,0.9999786059192074,2,Basico,E + P
M2,KW,Residual,51.448386547685,19388033.415486265,2.6536155289783234e-6,2,Basico,E + P
M3,KW,ETA_E,319.6412367766,963.57680969286,0.33172367118142415,3,Basico,E + GGK
M3,KW,ETA_GGK,630.4499013945,963.57680969286,0.6542808990966229,3,Basico,E + GGK
M3,KW,Residual,13.48567152176,963.57680969286,0.013995429721952894,3,Basico,E + GGK
M4,KW,ETA_E,362.65655223535,1033.7433693185499,0.3508187457341714,4,Basico,E + PGK
M4,KW,ETA_PGK,584.09329113195,1033.7433693185499,0.5650273641097093,4,Basico,E + PGK
M4,KW,Residual,86.99352595125,1033.7433693185499,0.08415389015611939,4,Basico,E + PGK
M5,KW,ETA_E,323.2378933085,8010.088850557815,0.04035384617312828,5,Basico,E + GAK
M5,KW,ETA_GAK,7671.639551910295,8010.088850557815,0.9577471230392219,5,Basico,E + GAK
M5,KW,Residual,15.21140533902,8010.088850557815,0.001899030787649839,5,Basico,E + GAK
M6,KW,ETA_E,353.28698350035,4525.775538887475,0.07806109261600608,6,Basico,E + PAK
M6,KW,ETA_PAK,4113.996029638275,4525.775538887475,0.9090145974516396,6,Basico,E + PAK
M6,KW,Residual,58.49252574885,4525.775538887475,0.012924309932354406,6,Basico,E + PAK
M7,KW,ETA_E,263.48825252395,374.81506094147,0.702982030290121,7,Interacao_E,E + G + GE
M7,KW,ETA_G,90.09725652555,374.81506094147,0.24037789810057636,7,Interacao_E,E + G + GE
M7,KW,ETA_GE,9.280680474175,374.81506094147,0.024760692515566347,7,Interacao_E,E + G + GE
M7,KW,Residual,11.948871417795,374.81506094147,0.03187937909373632,7,Interacao_E,E + G + GE
M8,KW,ETA_E,300.0867331417,14417152.996973764,2.0814562570341715e-5,8,Interacao_E,E + P + PE
M8,KW,ETA_P,14416727.907419344,14417152.996973764,0.99997051501399,8,Interacao_E,E + P + PE
M8,KW,ETA_PE,62.46665250755,14417152.996973764,4.332800832498766e-6,8,Interacao_E,E + P + PE
M8,KW,Residual,62.53616877061,14417152.996973764,4.3376226071636105e-6,8,Interacao_E,E + P + PE
M9,KW,ETA_E,246.13549845695,905.268668746625,0.271892209411967,9,Interacao_E,E + GGK + GGKE
M9,KW,ETA_GGK,623.100585398,905.268668746625,0.6883045960937804,9,Interacao_E,E + GGK + GGKE
M9,KW,ETA_GGKE,24.57468982301,905.268668746625,0.027146294433269724,9,Interacao_E,E + GGK + GGKE
M9,KW,Residual,11.457895068665,905.268668746625,0.012656900060982825,9,Interacao_E,E + GGK + GGKE
M10,KW,ETA_E,296.44927094385,749.79239376368,0.3953751377175014,10,Interacao_E,E + PGK + PGKE
M10,KW,ETA_PGK,339.245608656495,749.79239376368,0.45245272088398725,10,Interacao_E,E + PGK + PGKE
M10,KW,ETA_PGKE,25.124944595135,749.79239376368,0.0335092017525239,10,Interacao_E,E + PGK + PGKE
M10,KW,Residual,88.9725695682,749.79239376368,0.11866293964598743,10,Interacao_E,E + PGK + PGKE
M11,KW,ETA_E,225.41791077145,7862.416371667695,0.028670309497185364,11,Interacao_E,E + GAK + GAKE
M11,KW,ETA_GAK,7547.244773608645,7862.416371667695,0.9599141557556308,11,Interacao_E,E + GAK + GAKE
M11,KW,ETA_GAKE,73.8854505977,7862.416371667695,0.00939729557746993,11,Interacao_E,E + GAK + GAKE
M11,KW,Residual,15.8682366899,7862.416371667695,0.002018239169713953,11,Interacao_E,E + GAK + GAKE
M12,KW,ETA_E,312.8072394946,2535.89173775395,0.1233519691860563,12,Interacao_E,E + PAK + PAKE
M12,KW,ETA_PAK,2152.19587514636,2535.89173775395,0.8486939103530377,12,Interacao_E,E + PAK + PAKE
M12,KW,ETA_PAKE,6.91180837089,2535.89173775395,0.0027255928429388778,12,Interacao_E,E + PAK + PAKE
M12,KW,Residual,63.9768147421,2535.89173775395,0.025228527617967053,12,Interacao_E,E + PAK + PAKE
M13,KW,ETA_E,271.70549317775,32306.32898566346,0.00841028682950404,13,Basico,E + G + P
M13,KW,ETA_G,82.82033703365,32306.32898566346,0.0025635948012045283,13,Basico,E + G + P
M13,KW,ETA_P,31937.8154843518,32306.32898566346,0.9885931483742646,13,Basico,E + G + P
M13,KW,Residual,13.98767110026,32306.32898566346,4.329699950268968e-4,13,Basico,E + G + P
M14,KW,ETA_E,269.7294113504,868.2412813235601,0.31066181389028225,14,Basico,E + GGK + PGK
M14,KW,ETA_GGK,565.116755579,868.2412813235601,0.6508752437082093,14,Basico,E + GGK + PGK
M14,KW,ETA_PGK,19.80021613268,868.2412813235601,0.022804969722812825,14,Basico,E + GGK + PGK
M14,KW,Residual,13.59489826148,868.2412813235601,0.01565797267869564,14,Basico,E + GGK + PGK
M15,KW,ETA_E,274.104368488,7614.8451661056,0.03599605277702357,15,Basico,E + GAK + PAK
M15,KW,ETA_GAK,7302.51576229286,7614.8451661056,0.9589841425531608,15,Basico,E + GAK + PAK
M15,KW,ETA_PAK,22.787049124145,7614.8451661056,0.0029924507494351067,15,Basico,E + GAK + PAK
M15,KW,Residual,15.437986200595,7614.8451661056,0.0020273539203805413,15,Basico,E + GAK + PAK
M16,KW,ETA_E,224.77628259045,3331.1071897419697,0.06747794945855866,16,Interacao_E,E + G + P + GE + PE
M16,KW,ETA_G,81.54713597505,3331.1071897419697,0.024480489918238476,16,Interacao_E,E + G + P + GE + PE
M16,KW,ETA_GE,6.89717756005,3331.1071897419697,0.002070536061189992,16,Interacao_E,E + G + P + GE + PE
M16,KW,ETA_P,2970.74067739428,3331.1071897419697,0.8918177975606951,16,Interacao_E,E + G + P + GE + PE
M16,KW,ETA_PE,35.775277707925,3331.1071897419697,0.010739755783930863,16,Interacao_E,E + G + P + GE + PE
M16,KW,Residual,11.370638514215,3331.1071897419697,0.0034134712173869673,16,Interacao_E,E + G + P + GE + PE
M17,KW,ETA_E,201.41729136987,816.564902096155,0.2466641547448631,17,Interacao_E,E + GGK + PGK + GGKE + PGKE
M17,KW,ETA_GGK,558.626608302235,816.564902096155,0.6841178292971177,17,Interacao_E,E + GGK + PGK + GGKE + PGKE
M17,KW,ETA_GGKE,19.17106178456,816.564902096155,0.02347769508014257,17,Interacao_E,E + GGK + PGK + GGKE + PGKE
M17,KW,ETA_PGK,13.780396983585,816.564902096155,0.016876058410311496,17,Interacao_E,E + GGK + PGK + GGKE + PGKE
M17,KW,ETA_PGKE,11.704097907675,816.564902096155,0.014333334530580616,17,Interacao_E,E + GGK + PGK + GGKE + PGKE
M17,KW,Residual,11.86544574823,816.564902096155,0.01453092793698446,17,Interacao_E,E + GGK + PGK + GGKE + PGKE
M18,KW,ETA_E,186.211902509235,7391.262830546238,0.02519351655845167,18,Interacao_E,E + GAK + PAK + GAKE + PAKE
M18,KW,ETA_GAK,7084.16740436579,7391.262830546238,0.9584515619020746,18,Interacao_E,E + GAK + PAK + GAKE + PAKE
M18,KW,ETA_GAKE,54.16779396379,7391.262830546238,0.007328625054426163,18,Interacao_E,E + GAK + PAK + GAKE + PAKE
M18,KW,ETA_PAK,46.2787354320205,7391.262830546238,0.0062612758459572124,18,Interacao_E,E + GAK + PAK + GAKE + PAKE
M18,KW,ETA_PAKE,3.8768781913765,7391.262830546238,5.245217603890818e-4,18,Interacao_E,E + GAK + PAK + GAKE + PAKE
M18,KW,Residual,16.560116084025,7391.262830546238,0.0022404988787012403,18,Interacao_E,E + GAK + PAK + GAKE + PAKE
M19,KW,ETA_E,272.38601751925,381.46523701508835,0.7140520055002447,19,Clima_Base_E,E + G + W
M19,KW,ETA_G,92.81170383755,381.46523701508835,0.2433031763622512,19,Clima_Base_E,E + G + W
M19,KW,ETA_W,0.65247664518835,381.46523701508835,0.00171044850716644,19,Clima_Base_E,E + G + W
M19,KW,Residual,15.6150390131,381.46523701508835,0.04093436963033769,19,Clima_Base_E,E + G + W
M20,KW,ETA_E,298.79744375185,14571029.203228923,2.05062689522053e-5,20,Clima_Base_E,E + P + W
M20,KW,ETA_P,14570667.566627743,14571029.203228923,0.9999751811216534,20,Clima_Base_E,E + P + W
M20,KW,ETA_W,0.6562306677602,14571029.203228923,4.503667233161403e-8,20,Clima_Base_E,E + P + W
M20,KW,Residual,62.18292675959,14571029.203228923,4.267572722029158e-6,20,Clima_Base_E,E + P + W
M21,KW,ETA_E,243.1057742536,16495.68519573494,0.014737537202544124,21,Clima_Base_E,E + G + P + W
M21,KW,ETA_G,83.1288224865,16495.68519573494,0.00503942828079633,21,Clima_Base_E,E + G + P + W
M21,KW,ETA_P,16154.731392181955,16495.68519573494,0.9793307280354053,21,Clima_Base_E,E + G + P + W
M21,KW,ETA_W,0.49294912707495,16495.68519573494,2.9883519309789264e-5,21,Clima_Base_E,E + G + P + W
M21,KW,Residual,14.22625768581,16495.68519573494,8.624229619445142e-4,21,Clima_Base_E,E + G + P + W
M22,KW,ETA_E,271.1095878951,914.5316322752739,0.29644637574821037,22,Clima_Base_E,E + GGK + W
M22,KW,ETA_GGK,629.26595789495,914.5316322752739,0.6880745681036663,22,Clima_Base_E,E + GGK + W
M22,KW,ETA_W,0.65016042417885,914.5316322752739,7.109217453324259e-4,22,Clima_Base_E,E + GGK + W
M22,KW,Residual,13.505926061045,914.5316322752739,0.014768134402790914,22,Clima_Base_E,E + GGK + W
M23,KW,ETA_E,304.6854428217,1121.4113851910865,0.27169818930434897,23,Clima_Base_E,E + PGK + W
M23,KW,ETA_PGK,729.6132336487,1121.4113851910865,0.6506204977795683,23,Clima_Base_E,E + PGK + W
M23,KW,ETA_W,0.65794859128645,1121.4113851910865,5.867147417754607e-4,23,Clima_Base_E,E + PGK + W
M23,KW,Residual,86.4547601294,1121.4113851910865,0.07709459817430715,23,Clima_Base_E,E + PGK + W
M24,KW,ETA_E,245.81475410225,844.113959033649,0.2912103886821886,24,Clima_Base_E,E + GGK + PGK + W
M24,KW,ETA_GGK,567.4589383668,844.113959033649,0.6722539442617834,24,Clima_Base_E,E + GGK + PGK + W
M24,KW,ETA_PGK,16.738156710965,844.113959033649,0.01982926183346977,24,Clima_Base_E,E + GGK + PGK + W
M24,KW,ETA_W,0.48790026627405,844.113959033649,5.780028407924963e-4,24,Clima_Base_E,E + GGK + PGK + W
M24,KW,Residual,13.61420958736,844.113959033649,0.016128402381765723,24,Clima_Base_E,E + GGK + PGK + W
M25,KW,ETA_E,281.10871582575,7868.881291735828,0.0357241017374325,25,Clima_Base_E,E + GAK + W
M25,KW,ETA_GAK,7570.65695744758,7868.881291735828,0.9621007963862088,25,Clima_Base_E,E + GAK + W
M25,KW,ETA_W,0.6514515088489,7868.881291735828,8.27883259000332e-5,25,Clima_Base_E,E + GAK + W
M25,KW,Residual,16.46416695365,7868.881291735828,0.0020923135504587213,25,Clima_Base_E,E + GAK + W
M26,KW,ETA_E,302.59248337245,4395.041774451709,0.0688486023344338,26,Clima_Base_E,E + PAK + W
M26,KW,ETA_PAK,4033.349599799565,4395.041774451709,0.9177044967457071,26,Clima_Base_E,E + PAK + W
M26,KW,ETA_W,0.65671178864425,4395.041774451709,1.4942105726086668e-4,26,Clima_Base_E,E + PAK + W
M26,KW,Residual,58.44297949105,4395.041774451709,0.013297479862598322,26,Clima_Base_E,E + PAK + W
M27,KW,ETA_E,254.1653590275,7556.927897005784,0.033633423858418145,27,Clima_Base_E,E + GAK + PAK + W
M27,KW,ETA_GAK,7253.52857689575,7556.927897005784,0.9598514999421595,27,Clima_Base_E,E + GAK + PAK + W
M27,KW,ETA_PAK,32.7752037036925,7556.927897005784,0.004337106844261242,27,Clima_Base_E,E + GAK + PAK + W
M27,KW,ETA_W,0.4925170955467,7556.927897005784,6.51742483532026e-5,27,Clima_Base_E,E + GAK + PAK + W
M27,KW,Residual,15.966240283295,7556.927897005784,0.002112795106808041,27,Clima_Base_E,E + GAK + PAK + W
M28,KW,ETA_E,242.2742324522,352.77543527442623,0.6867661640435179,28,Clima_IntE,E + G + W + GE
M28,KW,ETA_G,89.7603150712,352.77543527442623,0.25444037791739915,28,Clima_IntE,E + G + W + GE
M28,KW,ETA_GE,8.10339927358,352.77543527442623,0.022970418184804487,28,Clima_IntE,E + G + W + GE
M28,KW,ETA_W,0.4955420715212,352.77543527442623,0.001404695514402001,28,Clima_IntE,E + G + W + GE
M28,KW,Residual,12.141946405925,352.77543527442623,0.03441834433987645,28,Clima_IntE,E + G + W + GE
M29,KW,ETA_E,272.89560184435,10786668.381425131,2.529934101935329e-5,29,Clima_IntE,E + P + W + PE
M29,KW,ETA_P,10786274.024902558,10786668.381425131,0.9999634403776376,29,Clima_IntE,E + P + W + PE
M29,KW,ETA_PE,49.89756271238,10786668.381425131,4.625854893092352e-6,29,Clima_IntE,E + P + W + PE
M29,KW,ETA_W,0.49006861217675,10786668.381425131,4.543280602012929e-8,29,Clima_IntE,E + P + W + PE
M29,KW,Residual,71.0732894048,10786668.381425131,6.588993643967926e-6,29,Clima_IntE,E + P + W + PE
M30,KW,ETA_E,216.4754808728,5024.348026939836,0.04308528782482611,30,Clima_IntE,E + G + P + W + GE + PE
M30,KW,ETA_G,81.19983743615,5024.348026939836,0.016161268487128694,30,Clima_IntE,E + G + P + W + GE + PE
M30,KW,ETA_GE,6.34793500222,5024.348026939836,0.0012634345726417198,30,Clima_IntE,E + G + P + W + GE + PE
M30,KW,ETA_P,4678.08700624035,5024.348026939836,0.9310833925430954,30,Clima_IntE,E + G + P + W + GE + PE
M30,KW,ETA_PE,30.421661167325,5024.348026939836,0.006054847515380782,30,Clima_IntE,E + G + P + W + GE + PE
M30,KW,ETA_W,0.32745459383585,5024.348026939836,6.51735493003441e-5,30,Clima_IntE,E + G + P + W + GE + PE
M30,KW,Residual,11.488651627155,5024.348026939836,0.0022865955076269585,30,Clima_IntE,E + G + P + W + GE + PE
M31,KW,ETA_E,222.5900171249,879.7566549179572,0.2530131666303313,31,Clima_IntE,E + GGK + W + GGKE
M31,KW,ETA_GGK,623.2786598955,879.7566549179572,0.7084671157771744,31,Clima_IntE,E + GGK + W + GGKE
M31,KW,ETA_GGKE,21.771088795005,879.7566549179572,0.024746716803222463,31,Clima_IntE,E + GGK + W + GGKE
M31,KW,ETA_W,0.49419127713725,879.7566549179572,5.617363328536985e-4,31,Clima_IntE,E + GGK + W + GGKE
M31,KW,Residual,11.622697825415,879.7566549179572,0.013211264456418223,31,Clima_IntE,E + GGK + W + GGKE
M32,KW,ETA_E,261.03416569825,675.1719346017977,0.3866188037750747,32,Clima_IntE,E + PGK + W + PGKE
M32,KW,ETA_PGK,303.957571353715,675.1719346017977,0.4501928409287078,32,Clima_IntE,E + PGK + W + PGKE
M32,KW,ETA_PGKE,20.61026297729,675.1719346017977,0.03052594742322265,32,Clima_IntE,E + PGK + W + PGKE
M32,KW,ETA_W,0.4924118061927,675.1719346017977,7.293132029889752e-4,32,Clima_IntE,E + PGK + W + PGKE
M32,KW,Residual,89.07752276635,675.1719346017977,0.13193309467000588,32,Clima_IntE,E + PGK + W + PGKE
M33,KW,ETA_E,190.71258749593,803.1187367886032,0.23746499584672165,33,Clima_IntE,E + GGK + PGK + W + GGKE + PGKE
M33,KW,ETA_GGK,559.85433565342,803.1187367886032,0.697100329014967,33,Clima_IntE,E + GGK + PGK + W + GGKE + PGKE
M33,KW,ETA_GGKE,17.62465362337,803.1187367886032,0.0219452651470254,33,Clima_IntE,E + GGK + PGK + W + GGKE + PGKE
M33,KW,ETA_PGK,12.32008495284,803.1187367886032,0.015340303231006415,33,Clima_IntE,E + GGK + PGK + W + GGKE + PGKE
M33,KW,ETA_PGKE,10.3239068984,803.1187367886032,0.0128547703166306,33,Clima_IntE,E + GGK + PGK + W + GGKE + PGKE
M33,KW,ETA_W,0.3279830263532,803.1187367886032,4.0838671958357215e-4,33,Clima_IntE,E + GGK + PGK + W + GGKE + PGKE
M33,KW,Residual,11.95518513829,803.1187367886032,0.014885949724065324,33,Clima_IntE,E + GGK + PGK + W + GGKE + PGKE
M34,KW,ETA_E,198.46673700619,7747.866885052775,0.02561566169768263,34,Clima_IntE,E + GAK + W + GAKE
M34,KW,ETA_GAK,7463.79220482439,7747.866885052775,0.9633351108836907,34,Clima_IntE,E + GAK + W + GAKE
M34,KW,ETA_GAKE,68.04776504855,7747.866885052775,0.008782774156823488,34,Clima_IntE,E + GAK + W + GAKE
M34,KW,ETA_W,0.49037201157455,7747.866885052775,6.329122826317244e-5,34,Clima_IntE,E + GAK + W + GAKE
M34,KW,Residual,17.06980616207,7747.866885052775,0.002203162033539988,34,Clima_IntE,E + GAK + W + GAKE
M35,KW,ETA_E,280.3745088263,2803.313861739127,0.10001538274146746,35,Clima_IntE,E + PAK + W + PAKE
M35,KW,ETA_PAK,2453.51312952132,2803.313861739127,0.8752188483094802,35,Clima_IntE,E + PAK + W + PAKE
M35,KW,ETA_PAKE,5.569134326435,2803.313861739127,0.0019866253302725104,35,Clima_IntE,E + PAK + W + PAKE
M35,KW,ETA_W,0.48813112227205,2803.313861739127,1.7412646116236945e-4,35,Clima_IntE,E + PAK + W + PAKE
M35,KW,Residual,63.3689579428,2803.313861739127,0.022605017157617525,35,Clima_IntE,E + PAK + W + PAKE
M36,KW,ETA_E,183.313724719385,7324.615940083369,0.025027076671176086,36,Clima_IntE,E + GAK + PAK + W + GAKE + PAKE
M36,KW,ETA_GAK,7019.44950814425,7324.615940083369,0.9583368692044151,36,Clima_IntE,E + GAK + PAK + W + GAKE + PAKE
M36,KW,ETA_GAKE,47.88975648444,7324.615940083369,0.0065381935211602255,36,Clima_IntE,E + GAK + PAK + W + GAKE + PAKE
M36,KW,ETA_PAK,53.024845734530004,7324.615940083369,0.007239266354479532,36,Clima_IntE,E + GAK + PAK + W + GAKE + PAKE
M36,KW,ETA_PAKE,3.3877336790965,7324.615940083369,4.6251348969130254e-4,36,Clima_IntE,E + GAK + PAK + W + GAKE + PAKE
M36,KW,ETA_W,0.3270364286327,7324.615940083369,4.464895242397892e-5,36,Clima_IntE,E + GAK + PAK + W + GAKE + PAKE
M36,KW,Residual,17.223334893035,7324.615940083369,0.002351431806653737,36,Clima_IntE,E + GAK + PAK + W + GAKE + PAKE
M37,KW,ETA_E,245.9528479996,367.20723091291103,0.6697930413519869,37,Clima_IntW,E + G + W + GW
M37,KW,ETA_G,86.46621884345,367.20723091291103,0.2354698153097013,37,Clima_IntW,E + G + W + GW
M37,KW,ETA_GW,20.94848029102,367.20723091291103,0.05704811487219396,37,Clima_IntW,E + G + W + GW
M37,KW,ETA_W,0.49129272755105,367.20723091291103,0.0013379168115226136,37,Clima_IntW,E + G + W + GW
M37,KW,Residual,13.34839105129,367.20723091291103,0.036351111654595335,37,Clima_IntW,E + G + W + GW
M38,KW,ETA_E,271.8016832424,9841411.761595134,2.7618159856197837e-5,38,Clima_IntW,E + P + W + PW
M38,KW,ETA_P,9809415.583590318,9841411.761595134,0.9967488223458267,38,Clima_IntW,E + P + W + PW
M38,KW,ETA_PW,31650.870273118002,9841411.761595134,0.0032160904390396024,38,Clima_IntW,E + P + W + PW
M38,KW,ETA_W,0.49151491043435,9841411.761595134,4.994353679544483e-8,38,Clima_IntW,E + P + W + PW
M38,KW,Residual,73.014533545515,9841411.761595134,7.4191117407001495e-6,38,Clima_IntW,E + P + W + PW
M39,KW,ETA_E,215.66466320505,6998.427282184046,0.03081616119011043,39,Clima_IntW,E + G + P + W + GW + PW
M39,KW,ETA_G,78.517229308,6998.427282184046,0.011219267721461071,39,Clima_IntW,E + G + P + W + GW + PW
M39,KW,ETA_GW,16.56567321678,6998.427282184046,0.002367056561257894,39,Clima_IntW,E + G + P + W + GW + PW
M39,KW,ETA_P,6587.716941983055,6998.427282184046,0.9413139090197394,39,Clima_IntW,E + G + P + W + GW + PW
M39,KW,ETA_PW,87.512167305865,6998.427282184046,0.012504547632958258,39,Clima_IntW,E + G + P + W + GW + PW
M39,KW,ETA_W,0.33015305820035,6998.427282184046,4.7175321667029874e-5,39,Clima_IntW,E + G + P + W + GW + PW
M39,KW,Residual,12.120454107095,6998.427282184046,0.0017318825528058483,39,Clima_IntW,E + G + P + W + GW + PW
M40,KW,ETA_E,225.52150733275,898.263942847037,0.25106374259882036,40,Clima_IntW,E + GGK + W + GGKW
M40,KW,ETA_GGK,616.7188210984,898.263942847037,0.6865674905570817,40,Clima_IntW,E + GGK + W + GGKW
M40,KW,ETA_GGKW,43.34690354568,898.263942847037,0.04825631028703267,40,Clima_IntW,E + GGK + W + GGKW
M40,KW,ETA_W,0.48727025699205,898.263942847037,5.42457771874548e-4,40,Clima_IntW,E + GGK + W + GGKW
M40,KW,Residual,12.189440613215,898.263942847037,0.01356999878519081,40,Clima_IntW,E + GGK + W + GGKW
M41,KW,ETA_E,270.23794447425,801.4901569052952,0.33716938648091416,41,Clima_IntW,E + PGK + W + PGKW
M41,KW,ETA_PGK,404.440167085435,801.4901569052952,0.5046102732528305,41,Clima_IntW,E + PGK + W + PGKW
M41,KW,ETA_PGKW,38.11092404538,801.4901569052952,0.047550083699759306,41,Clima_IntW,E + PGK + W + PGKW
M41,KW,ETA_W,0.4950803155801,801.4901569052952,6.176998074333172e-4,41,Clima_IntW,E + PGK + W + PGKW
M41,KW,Residual,88.20604098465,801.4901569052952,0.11005255675906261,41,Clima_IntW,E + PGK + W + PGKW
M42,KW,ETA_E,199.16204670221,830.6698806836132,0.23976076577894745,42,Clima_IntW,E + GGK + PGK + W + GGKW + PGKW
M42,KW,ETA_GGK,553.81728682996,830.6698806836132,0.6667116500891872,42,Clima_IntW,E + GGK + PGK + W + GGKW + PGKW
M42,KW,ETA_GGKW,34.45804240581,830.6698806836132,0.04148223404639662,42,Clima_IntW,E + GGK + PGK + W + GGKW + PGKW
M42,KW,ETA_PGK,12.171828520865,830.6698806836132,0.01465302739861953,42,Clima_IntW,E + GGK + PGK + W + GGKW + PGKW
M42,KW,ETA_PGKW,18.304779549235,830.6698806836132,0.022036166201392527,42,Clima_IntW,E + GGK + PGK + W + GGKW + PGKW
M42,KW,ETA_W,0.32352731034815,830.6698806836132,3.894775985881395e-4,42,Clima_IntW,E + GGK + PGK + W + GGKW + PGKW
M42,KW,Residual,12.432369365185,830.6698806836132,0.014966678886868489,42,Clima_IntW,E + GGK + PGK + W + GGKW + PGKW
M43,KW,ETA_E,211.90751970355,8009.187111485335,0.02645805582437578,43,Clima_IntW,E + GAK + W + GAKW
M43,KW,ETA_GAK,7325.655591867135,8009.187111485335,0.9146565675013383,43,Clima_IntW,E + GAK + W + GAKW
M43,KW,ETA_GAKW,454.61388129703,8009.187111485335,0.056761550825189806,43,Clima_IntW,E + GAK + W + GAKW
M43,KW,ETA_W,0.49524849530025,8009.187111485335,6.183505122386936e-5,43,Clima_IntW,E + GAK + W + GAKW
M43,KW,Residual,16.51487012232,8009.187111485335,0.002061990797872277,43,Clima_IntW,E + GAK + W + GAKW
M44,KW,ETA_E,278.9254300838,2951.5475646551763,0.09450141797609361,44,Clima_IntW,E + PAK + W + PAKW
M44,KW,ETA_PAK,2599.760300005952,2951.5475646551763,0.8808126052712544,44,Clima_IntW,E + PAK + W + PAKW
M44,KW,ETA_PAKW,10.240272314595,2951.5475646551763,0.0034694586789731615,44,Clima_IntW,E + PAK + W + PAKW
M44,KW,ETA_W,0.49022265822935,2951.5475646551763,1.6609004174615826e-4,44,Clima_IntW,E + PAK + W + PAKW
M44,KW,Residual,62.1313395926,2951.5475646551763,0.021050428031932696,44,Clima_IntW,E + PAK + W + PAKW
M45,KW,ETA_E,190.2415524825,7748.081321614393,0.024553375808252512,45,Clima_IntW,E + GAK + PAK + W + GAKW + PAKW
M45,KW,ETA_GAK,6660.99912440165,7748.081321614393,0.8596965942806808,45,Clima_IntW,E + GAK + PAK + W + GAKW + PAKW
M45,KW,ETA_GAKW,830.079531926245,7748.081321614393,0.10713355958340526,45,Clima_IntW,E + GAK + PAK + W + GAKW + PAKW
M45,KW,ETA_PAK,43.3238056433995,7748.081321614393,0.005591552778691349,45,Clima_IntW,E + GAK + PAK + W + GAKW + PAKW
M45,KW,ETA_PAKW,6.234593637005,7748.081321614393,8.046629066234372e-4,45,Clima_IntW,E + GAK + PAK + W + GAKW + PAKW
M45,KW,ETA_W,0.3269886364941,7748.081321614393,4.2202530267966845e-5,45,Clima_IntW,E + GAK + PAK + W + GAKW + PAKW
M45,KW,Residual,16.8757248871,7748.081321614393,0.0021780521120787315,45,Clima_IntW,E + GAK + PAK + W + GAKW + PAKW
M46,KW,ETA_G,57.8294076969,428.22710937889997,0.13504378034537723,46,Clima_Base_noE,G + W
M46,KW,ETA_W,255.49863737175,428.22710937889997,0.5966428368870081,46,Clima_Base_noE,G + W
M46,KW,Residual,114.89906431025,428.22710937889997,0.2683133827676147,46,Clima_Base_noE,G + W
M47,KW,ETA_P,89578.312823666,89993.83237108705,0.9953827997266783,47,Clima_Base_noE,P + W
M47,KW,ETA_W,254.7163294642,89993.83237108705,0.0028303754018818125,47,Clima_Base_noE,P + W
M47,KW,Residual,160.80321795685,89993.83237108705,0.0017868248714398832,47,Clima_Base_noE,P + W
